customer_id,package_type,open_status,service_type,phone_service,tenure_months,monthly_charges
0017-DINOC,两年合约,在网,宽带 DSL,未开通电话,54,45.2
1447-PJGGA,两年合约,已流失,光纤,已开通电话,57,95.25
8565-CLBZW,月付套餐,已流失,光纤,已开通电话,24,89.85
9139-WQQDY,一年合约,已流失,光纤,已开通电话,49,100.45
0224-HJAPT,月付套餐,已流失,宽带 DSL,已开通电话,5,47.15
8086-OVPWV,月付套餐,已流失,光纤,已开通电话,2,80.2
9430-FRQOC,月付套餐,已流失,光纤,已开通电话,4,87.1
7639-OPLNG,两年合约,在网,宽带 DSL,已开通电话,70,79.25
3074-GQWYX,月付套餐,已流失,光纤,已开通电话,5,75.9
1492-QGCLU,月付套餐,在网,宽带 DSL,已开通电话,53,85.7
6845-RGTYS,月付套餐,已流失,光纤,已开通电话,47,98.75
7328-OWMOM,一年合约,在网,未开通互联网,已开通电话,31,20.1
4418-LZMSV,月付套餐,在网,宽带 DSL,已开通电话,13,61.8
5155-AZQPB,月付套餐,在网,宽带 DSL,已开通电话,28,49.9
8861-HGGKB,月付套餐,已流失,光纤,已开通电话,10,86.45
1087-GRUYI,两年合约,在网,未开通互联网,已开通电话,38,20.4
7065-YUNRY,月付套餐,已流失,宽带 DSL,已开通电话,1,45.3
7694-VLBWQ,一年合约,已流失,光纤,已开通电话,67,104.1
2546-KZAAT,一年合约,在网,宽带 DSL,已开通电话,52,75.4
0181-RITDD,两年合约,在网,光纤,已开通电话,62,108.15
5989-PGKJB,月付套餐,在网,光纤,已开通电话,16,86.25
4795-KTRTH,月付套餐,已流失,光纤,已开通电话,5,81
8272-ONJLV,一年合约,在网,光纤,已开通电话,12,95.7
1488-PBLJN,两年合约,在网,光纤,已开通电话,72,116.85
0308-GIQJT,一年合约,在网,光纤,已开通电话,71,105.75
3778-FOAQW,一年合约,在网,未开通互联网,已开通电话,24,20.15
4452-ROHMO,两年合约,在网,未开通互联网,已开通电话,15,19.6
6481-OGDOO,一年合约,已流失,光纤,已开通电话,67,90.6
3090-LETTY,月付套餐,在网,宽带 DSL,已开通电话,2,60.95
5349-AZPEW,月付套餐,在网,宽带 DSL,未开通电话,5,25.05
3753-TSEMP,月付套餐,已流失,光纤,已开通电话,15,88.15
8305-VHZBZ,月付套餐,已流失,未开通互联网,已开通电话,1,20.2
9720-JJJOR,一年合约,在网,宽带 DSL,已开通电话,41,60.3
8100-HZZLJ,月付套餐,在网,宽带 DSL,已开通电话,43,63.95
8775-ERLNB,月付套餐,在网,光纤,已开通电话,1,74.3
8309-IEYJD,月付套餐,在网,光纤,已开通电话,1,70.6
9172-JITSM,月付套餐,已流失,光纤,已开通电话,26,90.8
6298-QDFNH,月付套餐,已流失,光纤,已开通电话,22,79.35
7398-HPYZQ,两年合约,在网,宽带 DSL,已开通电话,71,90.55
3546-GHEAE,两年合约,在网,未开通互联网,已开通电话,7,19.45
7361-YPXFS,月付套餐,在网,宽带 DSL,已开通电话,28,64.45
6557-BZXLQ,月付套餐,在网,光纤,已开通电话,16,69.65
2550-QHZGP,一年合约,在网,未开通互联网,已开通电话,7,19.5
7519-JTWQH,两年合约,在网,光纤,已开通电话,69,110.5
2538-OIMXF,月付套餐,在网,宽带 DSL,未开通电话,1,24.7
8543-MSDMF,月付套餐,在网,宽带 DSL,已开通电话,3,77.4
9961-JBNMK,月付套餐,已流失,光纤,已开通电话,21,96.8
1170-SASML,月付套餐,在网,光纤,已开通电话,69,85.4
4872-JCVCA,两年合约,在网,宽带 DSL,未开通电话,71,47.6
5346-BZCHP,两年合约,在网,未开通互联网,已开通电话,69,19.4
2038-LLMLM,月付套餐,在网,光纤,已开通电话,48,103.85
6173-ITPWD,月付套餐,已流失,光纤,已开通电话,47,83.35
9734-UYXQI,月付套餐,已流失,宽带 DSL,已开通电话,2,49.4
1216-BGTSP,月付套餐,在网,光纤,已开通电话,45,108.45
4138-NAXED,月付套餐,在网,光纤,已开通电话,51,81
2189-UXTKY,月付套餐,已流失,宽带 DSL,已开通电话,22,79.2
0744-BIKKF,两年合约,在网,宽带 DSL,已开通电话,72,86.65
7483-IQWIB,月付套餐,在网,光纤,已开通电话,37,92.95
5248-KWLAR,两年合约,在网,宽带 DSL,已开通电话,71,90.35
4958-GZWIY,月付套餐,已流失,宽带 DSL,已开通电话,7,48.7
7996-MHXLW,两年合约,在网,未开通互联网,已开通电话,66,25.15
7833-PKIHD,一年合约,在网,宽带 DSL,已开通电话,51,76.4
7061-OVMIM,一年合约,在网,未开通互联网,已开通电话,30,19.55
5153-RTHKF,月付套餐,在网,光纤,已开通电话,34,85.35
1852-QSWCD,两年合约,在网,未开通互联网,已开通电话,64,24.8
4832-VRBMR,一年合约,在网,光纤,已开通电话,65,103.15
9079-LWTFD,月付套餐,在网,光纤,已开通电话,47,100.75
6356-ELRKD,月付套餐,已流失,光纤,已开通电话,1,95.6
8624-GIOUT,月付套餐,已流失,宽带 DSL,已开通电话,49,59.75
3392-EHMNK,两年合约,在网,光纤,已开通电话,67,94.1
5986-WWXDV,一年合约,在网,未开通互联网,已开通电话,39,19.35
3061-BCKYI,月付套餐,在网,未开通互联网,已开通电话,14,19.9
6179-GJPSO,月付套餐,已流失,光纤,已开通电话,43,108.15
7901-TBKJX,月付套餐,在网,光纤,已开通电话,56,101.05
7228-PAQPD,一年合约,在网,宽带 DSL,已开通电话,14,59.1
3177-LASXD,月付套餐,已流失,光纤,已开通电话,1,71.35
7746-QYVCO,一年合约,在网,宽带 DSL,已开通电话,16,55.85
5804-HYIEZ,月付套餐,在网,光纤,已开通电话,70,106.05
9919-FZDED,两年合约,在网,宽带 DSL,已开通电话,72,84.1
5934-TSSAU,月付套餐,在网,光纤,已开通电话,23,75.3
3486-KHMLI,月付套餐,在网,未开通互联网,已开通电话,21,24.7
4897-QSUYC,月付套餐,已流失,未开通互联网,已开通电话,1,20.15
1084-UQCHV,月付套餐,已流失,光纤,已开通电话,1,69.75
8290-YWKHZ,月付套餐,已流失,光纤,已开通电话,32,93.2
2955-BJZHG,月付套餐,已流失,光纤,已开通电话,17,80.85
3806-DXQOM,月付套餐,已流失,宽带 DSL,未开通电话,4,33.65
6784-XYJAE,一年合约,在网,宽带 DSL,已开通电话,36,55.8
3933-DQPWX,两年合约,在网,宽带 DSL,未开通电话,50,39.7
6661-EIPZC,月付套餐,在网,宽带 DSL,未开通电话,48,29.5
8957-THMOA,两年合约,在网,未开通互联网,已开通电话,50,20.15
2251-PYLPB,两年合约,在网,宽带 DSL,已开通电话,72,79.55
5555-RNPGT,月付套餐,在网,未开通互联网,已开通电话,10,24.8
1057-FOGLZ,月付套餐,在网,未开通互联网,已开通电话,18,19.65
9300-RENDD,月付套餐,已流失,光纤,已开通电话,1,79.95
0761-AETCS,月付套餐,已流失,未开通互联网,已开通电话,1,19.3
8087-LGYHQ,月付套餐,在网,光纤,已开通电话,9,94.05
4137-BTIKL,月付套餐,在网,光纤,已开通电话,2,90.75
2190-BCXEC,月付套餐,在网,光纤,已开通电话,40,78.85
6227-FBDXH,一年合约,在网,光纤,已开通电话,69,99.5
2153-MREFK,一年合约,已流失,光纤,已开通电话,37,99.2
2911-WDXMV,月付套餐,在网,光纤,已开通电话,18,80.55
7206-PQBBZ,月付套餐,在网,光纤,已开通电话,11,70.2
3106-ULWFW,月付套餐,已流失,光纤,已开通电话,8,85.2
0925-VYDLG,月付套餐,已流失,光纤,已开通电话,3,75.25
4547-FZJWE,一年合约,在网,宽带 DSL,已开通电话,55,59.45
7422-WNBTY,月付套餐,在网,光纤,已开通电话,33,93.35
0842-IWYCP,月付套餐,在网,宽带 DSL,已开通电话,46,44.95
3521-HTQTV,两年合约,在网,未开通互联网,已开通电话,34,26.1
3744-ZBHON,月付套餐,在网,未开通互联网,已开通电话,3,20.2
3373-DIUUN,两年合约,在网,未开通互联网,已开通电话,30,21.25
8383-SGHJU,一年合约,在网,宽带 DSL,已开通电话,33,59.4
7607-QKKTJ,一年合约,在网,光纤,已开通电话,45,95
7707-PYBBH,月付套餐,在网,宽带 DSL,已开通电话,40,61.9
8984-HPEMB,两年合约,在网,光纤,已开通电话,71,118.65
4349-GFQHK,月付套餐,已流失,宽带 DSL,已开通电话,1,54.35
4139-DETXS,两年合约,在网,宽带 DSL,未开通电话,72,64.45
9779-DPNEJ,月付套餐,在网,光纤,已开通电话,22,80.15
9805-FILKB,一年合约,在网,未开通互联网,已开通电话,46,20.2
5793-YOLJN,两年合约,在网,未开通互联网,已开通电话,55,21
0673-IGUQO,月付套餐,在网,未开通互联网,已开通电话,1,20.45
4123-FCVCB,一年合约,在网,宽带 DSL,已开通电话,12,75.85
8819-IMISP,月付套餐,在网,光纤,已开通电话,31,80.45
7802-EFKNY,月付套餐,已流失,宽带 DSL,未开通电话,5,24.95
8311-UEUAB,两年合约,在网,宽带 DSL,已开通电话,67,75.5
5858-EAFCZ,月付套餐,在网,宽带 DSL,已开通电话,1,44.45
8035-BUYVG,一年合约,已流失,宽带 DSL,未开通电话,40,42.35
1163-ONYEY,月付套餐,在网,宽带 DSL,已开通电话,41,74.55
9787-XVQIU,月付套餐,已流失,光纤,已开通电话,1,75.3
8945-MUQUF,一年合约,已流失,光纤,已开通电话,51,94.8
5656-MJEFC,两年合约,在网,宽带 DSL,未开通电话,42,48.15
6082-OQFBA,一年合约,在网,未开通互联网,已开通电话,23,19.65
8051-HJRLT,月付套餐,已流失,光纤,已开通电话,1,70.55
8974-OVACP,月付套餐,在网,未开通互联网,已开通电话,1,20.15
4010-YLMVT,月付套餐,在网,光纤,已开通电话,56,106.6
1379-FRVEB,月付套餐,在网,光纤,已开通电话,15,91
8612-GXIDD,两年合约,在网,未开通互联网,已开通电话,12,25.4
6288-CHQJB,两年合约,在网,宽带 DSL,已开通电话,54,69.95
8160-HOWOX,月付套餐,在网,宽带 DSL,已开通电话,7,66.85
3023-GFLBR,月付套餐,已流失,光纤,已开通电话,33,86.15
6648-INWPS,月付套餐,在网,未开通互联网,已开通电话,16,20.15
4223-BKEOR,一年合约,在网,宽带 DSL,已开通电话,21,64.85
4079-VTGLK,两年合约,在网,宽带 DSL,已开通电话,30,74.85
1763-WQFUK,月付套餐,在网,宽带 DSL,已开通电话,3,50.5
1391-UBDAR,月付套餐,在网,光纤,已开通电话,11,72.9
8894-JVDCV,一年合约,在网,光纤,已开通电话,62,115.05
2023-VQFDL,月付套餐,在网,未开通互联网,已开通电话,18,19
1345-GKDZZ,月付套餐,在网,未开通互联网,已开通电话,6,19.55
2014-MKGMH,一年合约,在网,光纤,已开通电话,46,101.1
5628-FCGYG,月付套餐,在网,光纤,已开通电话,21,84.1
2560-WBWXF,两年合约,在网,未开通互联网,已开通电话,68,24.15
0248-IPDFW,月付套餐,在网,宽带 DSL,已开通电话,1,50.1
7978-DKUQH,月付套餐,在网,光纤,已开通电话,25,74.6
4335-UPJSI,两年合约,在网,未开通互联网,已开通电话,24,19.75
0524-IAVZO,月付套餐,已流失,光纤,已开通电话,30,85
2737-YNGYW,月付套餐,已流失,光纤,已开通电话,2,80.55
1784-EZDKJ,一年合约,在网,光纤,已开通电话,51,106.8
9297-FVVDH,两年合约,在网,宽带 DSL,已开通电话,57,84.5
8007-YYPWD,两年合约,在网,未开通互联网,已开通电话,15,25.05
7101-HRBLJ,两年合约,在网,宽带 DSL,已开通电话,72,83.7
5159-YFPKQ,月付套餐,已流失,光纤,已开通电话,2,75.8
6635-CPNUN,月付套餐,在网,光纤,已开通电话,28,96.6
4021-RQSNY,月付套餐,已流失,光纤,已开通电话,29,98.5
5453-YBTWV,两年合约,在网,光纤,已开通电话,70,101.1
5039-LZRQT,一年合约,在网,未开通互联网,已开通电话,13,20.2
2931-VUVJN,一年合约,在网,光纤,已开通电话,59,94.05
9061-TIHDA,月付套餐,已流失,光纤,已开通电话,13,95.25
8699-ASUFO,月付套餐,已流失,光纤,已开通电话,7,74.4
6418-PIQSP,两年合约,在网,宽带 DSL,已开通电话,62,81
8220-OCUFY,一年合约,在网,宽带 DSL,已开通电话,21,60.25
3995-WFCSM,月付套餐,在网,宽带 DSL,已开通电话,2,60.85
1895-QTKDO,月付套餐,在网,宽带 DSL,已开通电话,1,43.95
2038-OEQZH,月付套餐,在网,光纤,已开通电话,4,86.05
1178-PZGAB,一年合约,在网,未开通互联网,已开通电话,19,20.25
7927-AUXBZ,月付套餐,已流失,光纤,已开通电话,30,85.15
2626-VEEWG,两年合约,在网,未开通互联网,已开通电话,67,19.4
2878-RMWXY,两年合约,在网,光纤,已开通电话,72,102.65
1657-DYMBM,两年合约,在网,未开通互联网,已开通电话,53,19.9
7311-MQJCH,一年合约,在网,未开通互联网,已开通电话,5,19.55
7375-WMVMT,两年合约,在网,光纤,已开通电话,71,95.5
1136-XGEQU,一年合约,在网,宽带 DSL,已开通电话,50,84.15
2530-FMFXO,两年合约,在网,光纤,已开通电话,56,103.2
6844-DZKRF,月付套餐,在网,宽带 DSL,已开通电话,2,50.2
4695-WJZUE,月付套餐,已流失,光纤,已开通电话,2,88.55
7619-ODSGN,月付套餐,已流失,宽带 DSL,已开通电话,24,54.75
5970-GHJAW,两年合约,在网,未开通互联网,已开通电话,46,19.95
8879-XUAHX,两年合约,在网,光纤,已开通电话,71,116.25
3689-MOZGR,月付套餐,在网,宽带 DSL,未开通电话,29,31.2
4195-PNGZS,两年合约,在网,未开通互联网,已开通电话,69,24.45
5003-XZWWO,两年合约,在网,宽带 DSL,已开通电话,71,84.2
3988-RQIXO,月付套餐,已流失,光纤,已开通电话,1,91.3
7622-FWGEW,两年合约,在网,宽带 DSL,已开通电话,56,85.65
6922-NCEDI,一年合约,在网,未开通互联网,已开通电话,56,21.2
2514-GINMM,月付套餐,已流失,光纤,已开通电话,1,79.5
9891-NQDBD,一年合约,在网,未开通互联网,已开通电话,28,25.55
6131-IUNXN,月付套餐,在网,未开通互联网,已开通电话,19,20.2
8548-AWOFC,月付套餐,在网,宽带 DSL,已开通电话,66,63.85
9798-DRYDS,一年合约,在网,宽带 DSL,已开通电话,17,61.95
8532-UEFWH,两年合约,在网,未开通互联网,已开通电话,52,25.75
6296-DDOOR,一年合约,在网,宽带 DSL,已开通电话,19,58.2
7951-VRDVK,一年合约,在网,宽带 DSL,已开通电话,36,85.85
5931-FLJJF,月付套餐,已流失,光纤,已开通电话,7,70.1
4815-YOSUK,一年合约,在网,光纤,已开通电话,72,104.9
2659-VXMWZ,一年合约,已流失,光纤,已开通电话,67,111.3
0380-NEAVX,一年合约,在网,光纤,已开通电话,34,99.85
3207-OYBWH,月付套餐,已流失,光纤,已开通电话,57,95.25
4285-GYRQC,月付套餐,已流失,光纤,已开通电话,7,86.25
7216-EWTRS,月付套餐,已流失,光纤,已开通电话,1,100.8
4365-MSDYN,月付套餐,在网,未开通互联网,已开通电话,8,19.55
7036-TYDEC,两年合约,在网,光纤,已开通电话,69,104
5802-ADBRC,一年合约,在网,光纤,已开通电话,50,104.4
8076-FEZKJ,一年合约,在网,未开通互联网,已开通电话,10,19.5
5197-YPYBZ,两年合约,在网,未开通互联网,已开通电话,12,25.25
8337-MSSXB,月付套餐,已流失,光纤,已开通电话,14,86.3
4312-GVYNH,两年合约,在网,宽带 DSL,未开通电话,70,49.85
8495-LJDFO,月付套餐,在网,光纤,已开通电话,64,108.95
0839-JTCUD,两年合约,在网,宽带 DSL,已开通电话,66,89.9
5494-WOZRZ,两年合约,在网,宽带 DSL,已开通电话,71,82
1302-UHBDD,月付套餐,在网,光纤,已开通电话,20,89.95
2234-EOFPT,两年合约,在网,宽带 DSL,已开通电话,72,79.35
8619-IJNDK,两年合约,在网,宽带 DSL,已开通电话,71,64.05
8378-LKJAF,月付套餐,在网,光纤,已开通电话,38,101.15
8182-BJDSI,月付套餐,已流失,光纤,已开通电话,28,89.95
2528-HFYZX,月付套餐,已流失,光纤,已开通电话,17,76.45
1153-GNOLC,一年合约,在网,宽带 DSL,未开通电话,33,39.1
3298-QEICA,两年合约,在网,宽带 DSL,未开通电话,23,34.6
0788-DXBFY,一年合约,在网,未开通互联网,已开通电话,58,19.55
3597-YASZG,两年合约,在网,光纤,已开通电话,70,104.45
3496-LFSZU,月付套餐,在网,光纤,已开通电话,4,70.5
5242-UOWHD,两年合约,在网,未开通互联网,已开通电话,45,20.35
2482-CZGBB,月付套餐,已流失,光纤,已开通电话,10,70
6479-SZPLM,两年合约,在网,未开通互联网,已开通电话,36,19.45
8097-VBQTZ,月付套餐,在网,宽带 DSL,已开通电话,54,69.9
4500-HKANN,两年合约,在网,宽带 DSL,已开通电话,23,59.7
9917-KWRBE,一年合约,在网,宽带 DSL,已开通电话,41,78.35
3420-ZDBMA,月付套餐,在网,光纤,已开通电话,5,71.45
2212-LYASK,一年合约,在网,宽带 DSL,未开通电话,27,45.85
1393-IMKZG,月付套餐,在网,光纤,已开通电话,1,95.85
8069-RHUXK,两年合约,在网,宽带 DSL,未开通电话,67,35.7
3398-GCPMU,两年合约,在网,宽带 DSL,已开通电话,72,89.55
2908-WGAXL,两年合约,在网,未开通互联网,已开通电话,56,24.95
3378-AJRAO,一年合约,在网,未开通互联网,已开通电话,44,24.85
1013-QCWAM,月付套餐,在网,光纤,已开通电话,66,100.8
0866-QLSIR,一年合约,已流失,宽带 DSL,已开通电话,34,64.4
6050-FFXES,两年合约,在网,光纤,已开通电话,69,105.35
7181-BQYBV,月付套餐,已流失,光纤,已开通电话,1,102.45
0362-RAOQO,两年合约,在网,未开通互联网,已开通电话,40,19.65
9554-DFKIC,月付套餐,在网,宽带 DSL,已开通电话,30,54.45
5527-ACHSO,月付套餐,在网,宽带 DSL,已开通电话,11,70.5
0829-DDVLK,一年合约,在网,未开通互联网,已开通电话,15,20.1
1399-UBQIU,月付套餐,在网,宽带 DSL,已开通电话,11,69.35
1813-JLKWR,一年合约,在网,未开通互联网,已开通电话,64,19.8
0336-PIKEI,两年合约,在网,宽带 DSL,已开通电话,72,74.4
7322-OCWHC,两年合约,在网,光纤,已开通电话,72,93.05
9537-VHDTA,月付套餐,在网,宽带 DSL,已开通电话,1,51.2
4957-TIALW,一年合约,在网,宽带 DSL,已开通电话,15,65.6
2054-PJOCK,一年合约,在网,宽带 DSL,已开通电话,60,80.55
9150-HEPMB,一年合约,在网,宽带 DSL,已开通电话,56,52.7
9030-QGZNL,两年合约,在网,未开通互联网,已开通电话,8,20.85
6204-IEUXJ,月付套餐,已流失,光纤,已开通电话,3,80.1
3126-WQMGH,月付套餐,在网,宽带 DSL,已开通电话,49,52.15
4529-CKBCL,月付套餐,已流失,光纤,已开通电话,2,80.2
2506-CLAKW,月付套餐,已流失,光纤,已开通电话,6,98.15
7176-WRTNX,两年合约,在网,光纤,已开通电话,70,114.95
1583-IHQZE,月付套餐,已流失,光纤,已开通电话,12,112.95
5732-IKGQH,一年合约,在网,光纤,已开通电话,52,104.45
9239-GZHZE,两年合约,在网,光纤,已开通电话,72,113.65
7205-BAIAD,两年合约,在网,未开通互联网,已开通电话,40,20.6
0151-ONTOV,月付套餐,已流失,光纤,已开通电话,1,70.9
4140-MUHUG,月付套餐,已流失,光纤,已开通电话,3,86.85
0093-EXYQL,月付套餐,在网,光纤,已开通电话,40,91.55
8064-RAVOH,月付套餐,在网,宽带 DSL,已开通电话,1,49.85
0219-QAERP,一年合约,在网,未开通互联网,已开通电话,30,19.8
0320-JDNQG,月付套餐,已流失,光纤,已开通电话,23,99.85
7180-PISOG,月付套餐,已流失,光纤,已开通电话,1,74.5
9168-INPSZ,月付套餐,在网,光纤,已开通电话,44,104.15
3571-RFHAR,月付套餐,已流失,光纤,已开通电话,65,109.15
0015-UOCOJ,月付套餐,在网,宽带 DSL,已开通电话,7,48.2
5334-AFQJB,两年合约,在网,未开通互联网,已开通电话,72,25.1
2754-SDJRD,月付套餐,在网,光纤,已开通电话,8,100.15
9578-VRMNM,月付套餐,已流失,宽带 DSL,已开通电话,16,65.2
1587-FKLZB,月付套餐,已流失,光纤,已开通电话,66,99.5
6140-QNRQQ,月付套餐,已流失,光纤,已开通电话,1,71.55
8963-JLGJT,月付套餐,在网,宽带 DSL,已开通电话,3,55.9
4307-KTUMW,月付套餐,已流失,光纤,已开通电话,53,93.9
1465-LNTLJ,月付套餐,在网,宽带 DSL,已开通电话,8,64.4
5440-FLBQG,两年合约,已流失,光纤,已开通电话,69,108.4
2135-DQWAQ,月付套餐,在网,光纤,已开通电话,5,85.3
4056-QHXHZ,两年合约,在网,光纤,已开通电话,72,107.45
7470-MCQTK,月付套餐,已流失,宽带 DSL,未开通电话,13,48.75
7488-MXJIV,月付套餐,已流失,光纤,已开通电话,4,85.65
7401-JIXNM,两年合约,在网,宽带 DSL,已开通电话,54,91.3
9339-FIIJL,两年合约,在网,宽带 DSL,已开通电话,72,85.95
2027-FECZV,月付套餐,已流失,光纤,已开通电话,12,106.7
2672-DZUOY,月付套餐,已流失,宽带 DSL,未开通电话,1,25.15
4706-DGAHW,月付套餐,在网,宽带 DSL,已开通电话,1,45.2
3870-MQAMG,一年合约,已流失,光纤,已开通电话,54,110.35
6670-MFRPK,两年合约,在网,光纤,已开通电话,69,79.2
6177-PEVRA,两年合约,在网,宽带 DSL,已开通电话,48,55.5
4800-CZMPC,一年合约,已流失,光纤,已开通电话,48,103.25
4813-HQMGZ,月付套餐,在网,光纤,已开通电话,8,90.25
7579-KKLOE,两年合约,在网,宽带 DSL,已开通电话,71,91.25
7377-DMMRI,月付套餐,已流失,宽带 DSL,已开通电话,2,47.8
8402-EIVQS,一年合约,在网,光纤,已开通电话,67,100.9
4947-DSMXK,月付套餐,在网,光纤,已开通电话,34,97.7
7245-NIIWQ,月付套餐,在网,光纤,已开通电话,3,69.85
0002-ORFBO,一年合约,在网,宽带 DSL,已开通电话,9,65.6
3324-OIRTO,一年合约,在网,光纤,已开通电话,71,104.65
5414-OFQCB,两年合约,在网,光纤,已开通电话,57,90.45
4967-WPNCF,两年合约,在网,宽带 DSL,未开通电话,72,63.7
8552-OBVRU,月付套餐,在网,光纤,已开通电话,48,104.5
8499-BRXTD,一年合约,在网,未开通互联网,已开通电话,18,20.1
9154-QDGTH,一年合约,在网,光纤,已开通电话,43,104.3
8197-BFWVU,两年合约,在网,宽带 DSL,已开通电话,72,93.25
2577-GVSIL,一年合约,在网,宽带 DSL,已开通电话,35,73.45
9367-OIUXP,月付套餐,在网,未开通互联网,已开通电话,4,20.7
6770-UAYGJ,两年合约,在网,未开通互联网,已开通电话,49,25.25
6463-HHXJR,两年合约,在网,光纤,已开通电话,71,100.5
7928-VJYAB,月付套餐,在网,光纤,已开通电话,11,90.6
1187-WILMM,两年合约,在网,宽带 DSL,已开通电话,63,89.4
9776-OJUZI,月付套餐,在网,光纤,已开通电话,65,95.45
1306-RPWXZ,两年合约,在网,未开通互联网,已开通电话,49,20.45
8949-JTMAY,月付套餐,已流失,光纤,已开通电话,29,98.6
2774-LVQUS,月付套餐,已流失,光纤,已开通电话,15,83.05
3097-PYWXL,月付套餐,在网,未开通互联网,已开通电话,4,19.95
2266-SJNAT,一年合约,在网,光纤,已开通电话,72,109.15
0869-PAPRP,月付套餐,在网,光纤,已开通电话,26,85.7
4238-JSSWH,月付套餐,在网,光纤,已开通电话,35,102.05
2972-YDYUW,一年合约,在网,光纤,已开通电话,57,94.7
1104-FEJAM,月付套餐,在网,宽带 DSL,已开通电话,28,64.4
2809-ILCYT,一年合约,在网,未开通互联网,已开通电话,25,26.8
5499-ECUTN,一年合约,在网,宽带 DSL,已开通电话,47,66.05
4981-FLTMF,月付套餐,在网,宽带 DSL,已开通电话,57,65.2
9121-PHQSR,月付套餐,在网,光纤,已开通电话,16,85.05
3113-IWHLC,月付套餐,在网,宽带 DSL,已开通电话,5,55.8
3211-ILJTT,月付套餐,已流失,光纤,已开通电话,17,70.4
4612-THJBS,一年合约,已流失,光纤,已开通电话,56,104.75
4277-BWBML,两年合约,在网,未开通互联网,已开通电话,72,19.95
4094-NSEDU,月付套餐,已流失,光纤,已开通电话,21,94.25
0234-TEVTT,一年合约,在网,宽带 DSL,未开通电话,48,45
4304-TSPVK,两年合约,在网,光纤,已开通电话,68,114.9
1552-AAGRX,月付套餐,在网,光纤,已开通电话,30,106.4
2637-FKFSY,月付套餐,在网,宽带 DSL,已开通电话,3,46.1
9796-MVYXX,两年合约,在网,宽带 DSL,未开通电话,14,39.7
7874-ECPQJ,月付套餐,在网,未开通互联网,已开通电话,4,20.05
0020-INWCK,两年合约,在网,光纤,已开通电话,71,95.75
7089-RKVSZ,一年合约,在网,未开通互联网,已开通电话,8,24.4
2683-JXWQQ,月付套餐,在网,宽带 DSL,未开通电话,61,33.6
9548-ZMVTX,两年合约,在网,光纤,已开通电话,72,90.45
8739-XNIKG,月付套餐,在网,光纤,已开通电话,5,84
9755-JHNMN,两年合约,在网,宽带 DSL,已开通电话,49,67.4
3981-QSVQI,月付套餐,在网,未开通互联网,已开通电话,8,19.7
2789-HQBOU,月付套餐,在网,光纤,已开通电话,3,80.35
9424-CMPOG,两年合约,在网,未开通互联网,已开通电话,9,19.6
5067-WJEUN,两年合约,在网,宽带 DSL,已开通电话,67,54.2
3450-WXOAT,月付套餐,在网,宽带 DSL,已开通电话,46,45.2
9251-WNSOD,一年合约,在网,宽带 DSL,已开通电话,67,75.1
6974-DAFLI,一年合约,在网,未开通互联网,已开通电话,55,19.7
2616-UUTFK,月付套餐,在网,宽带 DSL,已开通电话,33,72.75
7064-JHXCE,两年合约,在网,未开通互联网,已开通电话,62,20.05
5103-MHMHY,月付套餐,已流失,宽带 DSL,已开通电话,1,45.95
7989-AWGEH,月付套餐,在网,宽带 DSL,未开通电话,49,39.2
4373-VVHQL,月付套餐,在网,宽带 DSL,已开通电话,1,44.75
4559-UWIHT,月付套餐,在网,光纤,已开通电话,14,82.65
7268-IGMFD,月付套餐,在网,光纤,已开通电话,18,93.9
1846-XWOQN,月付套餐,已流失,光纤,已开通电话,1,70.15
0235-KGSLC,月付套餐,已流失,光纤,已开通电话,1,85.55
6650-BWFRT,两年合约,在网,光纤,已开通电话,72,117.15
9570-KYEUA,两年合约,在网,光纤,已开通电话,64,99.25
6993-YGFJV,两年合约,在网,光纤,已开通电话,69,112.55
2712-SYWAY,月付套餐,在网,未开通互联网,已开通电话,1,25.7
0730-BGQGF,两年合约,在网,宽带 DSL,已开通电话,71,90.3
5498-IBWPI,一年合约,在网,宽带 DSL,已开通电话,66,49.4
9101-NTIXF,月付套餐,在网,未开通互联网,已开通电话,2,19.4
0013-SMEOE,两年合约,在网,光纤,已开通电话,71,109.7
9314-QDMDW,一年合约,在网,宽带 DSL,已开通电话,11,61.25
9308-ANMVE,月付套餐,在网,宽带 DSL,已开通电话,47,55.3
2884-GBPFB,月付套餐,已流失,光纤,已开通电话,35,70.3
3757-NJYBX,月付套餐,已流失,光纤,已开通电话,32,106.35
3413-DHLPB,月付套餐,在网,光纤,已开通电话,60,103.75
7649-PHJVR,一年合约,在网,未开通互联网,已开通电话,11,19.5
6114-TCFID,一年合约,在网,宽带 DSL,未开通电话,29,39.5
3787-TRIAL,月付套餐,在网,宽带 DSL,未开通电话,21,26.05
2573-GYRUU,月付套餐,在网,光纤,已开通电话,48,91.05
5156-UMKOW,月付套餐,在网,宽带 DSL,未开通电话,3,29.65
1247-QBVSH,月付套餐,在网,宽带 DSL,已开通电话,43,50.2
6734-GMPVK,月付套餐,在网,光纤,已开通电话,5,105.3
9822-OAOVB,月付套餐,在网,宽带 DSL,已开通电话,1,55.45
6161-ERDGD,一年合约,在网,宽带 DSL,已开通电话,71,85.45
1226-JZNKR,一年合约,在网,未开通互联网,已开通电话,8,19.8
7318-EIVKO,月付套餐,在网,宽带 DSL,已开通电话,8,59.25
3771-PZOBW,月付套餐,在网,光纤,已开通电话,20,90.7
