"id","title","url","time","source","keyword"
"129","泉州市级电子政务云资源服务采购项目公开招标招标公告","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251128_25798312.htm","2025-11-28","中国政府采购网","政务云"
"130","［江西省公共资源交易平台］江西省百巨招标咨询有限公司关于省级电子政务云平台互联网应用区2023年度扩容子项目监理服务包（招标编号：JXBJ25121368201）电子化公开招标中标公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251128_25798045.htm","2025-11-28","中国政府采购网","政务云"
"131","［江西省公共资源交易平台］江西省百巨招标咨询有限公司关于省级电子政务云平台政务外网应用区2023年度扩容子项目安全服务包（招标编号：JXBJ25121368301）电子化公开招标中标公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251128_25798047.htm","2025-11-28","中国政府采购网","政务云"
"132","［江西省公共资源交易平台］江西省百巨招标咨询有限公司关于省级电子政务云平台互联网应用区2023年度扩容子项目安全服务包（招标编号：JXBJ25121368401）电子化公开招标中标公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251128_25798073.htm","2025-11-28","中国政府采购网","政务云"
"133","［江西省公共资源交易平台］江西省百巨招标咨询有限公司关于省级电子政务云平台政务外网应用区2023年度扩容子项目监理服务包（招标编号：JXBJ25121368101）电子化公开招标中标公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251128_25798043.htm","2025-11-28","中国政府采购网","政务云"
"134","黑龙江省营商环境建设监督局省级政务云异地灾备服务项目结果公告","http://www.ccgp.gov.cn/cggg/dfgg/qtgg/202511/t20251128_25794369.htm","2025-11-28","中国政府采购网","政务云"
"135","［江西省公共资源交易平台］省级电子政务云平台政务外网应用区2023年度扩容子项目（项目编号：JXTC2025040639）结果公示","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251128_25794071.htm","2025-11-28","中国政府采购网","政务云"
"136","［江西省公共资源交易平台］省级电子政务云平台互联网应用区2023年度扩容子项目（项目编号：JXTC2025040640）结果公示","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251128_25794096.htm","2025-11-28","中国政府采购网","政务云"
"137","绍兴衡业工程管理咨询有限公司关于绍兴市数据局2025年电子政务网络出口及专线项目的公开招标公告","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251128_25802850.htm","2025-11-28","中国政府采购网","专线"
"138","广西壮族自治区政府采购中心关于中国教育和科研计算机网光纤专线租赁服务（GXZC2025-D3-003625-CGZX）成交结果公告","http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202511/t20251128_25801873.htm","2025-11-28","中国政府采购网","专线"
"139","自然资源部南通海洋中心（自然资源部南通海洋预报台）网络专线服务采购项目中标公告","http://www.ccgp.gov.cn/cggg/zygg/zbgg/202511/t20251128_25801458.htm","2025-11-28","中国政府采购网","专线"
"140","［江西省公共资源交易平台］江西省机电设备招标有限公司关于江西外语外贸职业学院2025年度国际出口专线服务（项目编号：JXTC2025200366）竞争性磋商结果公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251128_25801709.htm","2025-11-28","中国政府采购网","专线"
"141","西安医学院教育网专线接入服务中标（成交）结果公告","http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202511/t20251128_25801399.htm","2025-11-28","中国政府采购网","专线"
"142","锦州市数据中心网络通信管理专线租赁项目（第二次）竞争性磋商公告","http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202511/t20251128_25799185.htm","2025-11-28","中国政府采购网","专线"
"143","曾都区北郊卫生院曾都经济开发区分院项目精神卫生中心电脑、打印机及网络专线购置第三次终止公告","http://www.ccgp.gov.cn/cggg/dfgg/qtgg/202511/t20251128_25797125.htm","2025-11-28","中国政府采购网","专线"
"144","锦州市数据中心网络通信管理专线租赁项目结果公告","http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202511/t20251128_25794985.htm","2025-11-28","中国政府采购网","专线"
"145","红绿灯卡口通信网络专线租赁项目的更正公告","http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202511/t20251128_25792251.htm","2025-11-28","中国政府采购网","专线"
"146","广东省消防救援总队特勤大队卫星设备维修升级项目遴选公告","http://www.ccgp.gov.cn/cggg/zygg/qtgg/202511/t20251128_25806484.htm","2025-11-28","中国政府采购网","广东"
"147","广东省中医院贵州医院医疗设备更新项目（第三批）公开招标公告","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251128_25806167.htm","2025-11-28","中国政府采购网","广东"
"148","广东省惠州市大亚湾经济技术开发区消防救援大队2024年度中心区特勤消防站及石化园区消防配套项目（设备采购）中标公告","http://www.ccgp.gov.cn/cggg/zygg/zbgg/202511/t20251128_25805959.htm","2025-11-28","中国政府采购网","广东"
"149","广东省疾病预防控制中心显微镜（系统）采购项目结果公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251128_25805709.htm","2025-11-28","中国政府采购网","广东"
"150","广东省疾病预防控制中心显微镜（系统）采购项目采购包2失败公告","http://www.ccgp.gov.cn/cggg/dfgg/qtgg/202511/t20251128_25805685.htm","2025-11-28","中国政府采购网","广东"
"151","广东省消防救援总队直属单位2025年专业队装备采购项目更正公告","http://www.ccgp.gov.cn/cggg/zygg/gzgg/202511/t20251128_25805463.htm","2025-11-28","中国政府采购网","广东"
"152","广东省工伤康复中心医用耗材（医用气体）采购项目招标公告","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251128_25805180.htm","2025-11-28","中国政府采购网","广东"
"153","广东省深圳市消防救援支队宝安等3个大队应急通信装备更新采购项目的遴选公告","http://www.ccgp.gov.cn/cggg/zygg/qtgg/202511/t20251128_25805075.htm","2025-11-28","中国政府采购网","广东"
"154","广东省“十五五”国家下放水站运维项目招标公告","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251128_25804965.htm","2025-11-28","中国政府采购网","广东"
"155","广东交通职业技术学院沥青摊铺机、压路机设备更新项目结果公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251128_25804902.htm","2025-11-28","中国政府采购网","广东"
"156","中国救援广东机动专业支队洗涤室、场库室改造项目遴选公告","http://www.ccgp.gov.cn/cggg/zygg/qtgg/202511/t20251128_25804783.htm","2025-11-28","中国政府采购网","广东"
"157","广东省审计厅审计档案数字化加工和审计档案整理服务（2026年）竞争性磋商公告","http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202511/t20251128_25804864.htm","2025-11-28","中国政府采购网","广东"
"158","广东省第二人民医院“产前诊断检测服务”采购项目失败公告","http://www.ccgp.gov.cn/cggg/dfgg/qtgg/202511/t20251128_25803782.htm","2025-11-28","中国政府采购网","广东"
"159","广东省第二人民医院（民航院区）学生集体宿舍租赁项目失败公告","http://www.ccgp.gov.cn/cggg/dfgg/qtgg/202511/t20251128_25803826.htm","2025-11-28","中国政府采购网","广东"
"160","“广东省畜禽现代种业产业园-畜禽种业高效繁育社会化服务建设项目-高校地方联合育种功能性服务平台建设项目”采购项目结果公告","http://www.ccgp.gov.cn/cggg/dfgg/qtgg/202511/t20251128_25803823.htm","2025-11-28","中国政府采购网","广东"
"161","“广东省畜禽现代种业产业园-畜禽种业高效繁育社会化服务建设项目-高校地方联合育种功能性服务平台建设项目”采购项目结果公告","http://www.ccgp.gov.cn/cggg/dfgg/qtgg/202511/t20251128_25803736.htm","2025-11-28","中国政府采购网","广东"
"162","教育部学位与研究生教育发展中心私有云平台扩容服务器采购项目招标公告","http://www.ccgp.gov.cn/cggg/zygg/gkzb/202511/t20251128_25801235.htm","2025-11-28","中国政府采购网","私有云"
"163","市政务服务和数据管理局政务云设备托管和运维服务（2025-2026年）项目招标公告","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251127_25800995.htm","2025-11-27","中国政府采购网","政务云"
"164","2025年合肥高新区政务云服务第3包项目成交结果公告[2025]","http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202511/t20251127_25782072.htm","2025-11-27","中国政府采购网","政务云"
"165","2025年合肥高新区政务云服务第2包项目成交结果公告[2025]","http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202511/t20251127_25782097.htm","2025-11-27","中国政府采购网","政务云"
"166","2025年合肥高新区政务云服务第1包项目成交结果公告[2025]","http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202511/t20251127_25782134.htm","2025-11-27","中国政府采购网","政务云"
"167","龙港市政务服务中心关于2025年龙港市政务云服务采购项目的公开招标公告","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251127_25779710.htm","2025-11-27","中国政府采购网","政务云"
"168","晋中市数字政府服务中心2025年-2028年晋中市政务云服务采购项目结果公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251127_25778613.htm","2025-11-27","中国政府采购网","政务云"
"169","青岛市崂山区电子政务和大数据中心政务云运维质量考核评估服务项目成交公告","http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202511/t20251127_25777942.htm","2025-11-27","中国政府采购网","政务云"
"170","北京市政务云算扩容项目监理服务中标公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251127_25777664.htm","2025-11-27","中国政府采购网","政务云"
"171","辽宁省数据中心辽宁省政务云滑翔节点运维服务采购招标公告(JH25-210000-64607(LNZC2025-0459))","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251127_25776977.htm","2025-11-27","中国政府采购网","政务云"
"172","济南新旧动能转换起步区管理委员会数字城市部2025年济南起步区政务云服务项目废标公告","http://www.ccgp.gov.cn/cggg/dfgg/qtgg/202511/t20251127_25776096.htm","2025-11-27","中国政府采购网","政务云"
"173","滦平县教育和体育局本级桌面云专线服务和托管服务采购竞争性磋商中标公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251127_25781356.htm","2025-11-27","中国政府采购网","专线"
"174","绵阳市中心医院互联网专线及通信视频等服务中标（成交）结果公告","http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202511/t20251127_25781294.htm","2025-11-27","中国政府采购网","专线"
"175","中华人民共和国南京港出入境边防检查站数据专线租赁采购项目更正公告","http://www.ccgp.gov.cn/cggg/zygg/gzgg/202511/t20251127_25780942.htm","2025-11-27","中国政府采购网","专线"
"176","汾阳市公安局交通警察大队竞争性磋商红绿灯卡口通信网络专线租赁项目的采购公告","http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202511/t20251127_25781060.htm","2025-11-27","中国政府采购网","专线"
"177","2026年上海市地震局佘山站地震监测台线路租赁（32条MSTP/SDH专线）成交公告","http://www.ccgp.gov.cn/cggg/zygg/cjgg/202511/t20251127_25780754.htm","2025-11-27","中国政府采购网","专线"
"178","2026年上海市地震局佘山站地震监测台线路租赁（24条MSTP/SDH专线）成交公告","http://www.ccgp.gov.cn/cggg/zygg/cjgg/202511/t20251127_25780758.htm","2025-11-27","中国政府采购网","专线"
"179","陇县财政局内网专线安全运维服务项目竞争性磋商公告","http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202511/t20251127_25780195.htm","2025-11-27","中国政府采购网","专线"
"180","长江航运公安局专线租赁服务项目(第二次）竞争性磋商成交公告","http://www.ccgp.gov.cn/cggg/zygg/cjgg/202511/t20251127_25779496.htm","2025-11-27","中国政府采购网","专线"
"181","反诈中心专线设备采购（货物）的中标（成交）结果公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251127_25778741.htm","2025-11-27","中国政府采购网","专线"
"182","永宁县智慧城市运营中心永宁县电子政务外网运维专线服务项目更正事项公告(一次)","http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202511/t20251127_25777101.htm","2025-11-27","中国政府采购网","专线"
"183","永宁县智慧城市运营中心永宁县电子政务外网运维专线服务项目更正事项公告(一次)","http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202511/t20251127_25777120.htm","2025-11-27","中国政府采购网","专线"
"184","东南大学无锡校区互联网出口及南京电路专线服务项目中标公告","http://www.ccgp.gov.cn/cggg/zygg/zbgg/202511/t20251127_25776444.htm","2025-11-27","中国政府采购网","专线"
"185","天津市血液中心私有云安全服务项目 (项目编号:TGPC-2025-D-1260)公开招标公告","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251127_25784139.htm","2025-11-27","中国政府采购网","私有云"
"186","旬阳市中医医院私有云桌面项目竞争性磋商公告","http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202511/t20251127_25781483.htm","2025-11-27","中国政府采购网","私有云"
"187","佛山市信息网络中心佛山市电子政务云管理平台改造项目（系统开发服务）结果公告","http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202511/t20251126_25773724.htm","2025-11-26","中国政府采购网","政务云"
"188","揭阳市一体化政务云平台支撑和基础安全保障服务2025-2027年项目结果公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251126_25773690.htm","2025-11-26","中国政府采购网","政务云"
"189","横琴粤澳深度合作区商事服务局关于合作区国产化政务云租赁服务（2025年）的采购项目中标结果公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251126_25779369.htm","2025-11-26","中国政府采购网","政务云"
"190","卫辉市行政审批和政务信息管理局卫辉市2025年政务云服务采购项目-成交公告","http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202511/t20251126_25770450.htm","2025-11-26","中国政府采购网","政务云"
"191","牡丹江市营商环境建设监督局牡丹江市政务云资源服务综合效能评估和12345热线服务绩效评估竞争性磋商公告","http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202511/t20251126_25769817.htm","2025-11-26","中国政府采购网","政务云"
"192","山东省滨州市大数据中心数字政府综合改革政务云网一体化提升项目中标公示","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251126_25767019.htm","2025-11-26","中国政府采购网","政务云"
"193","北京市政务云算扩容项目开发集成与通用算力购置部分中标结果公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251125_25765336.htm","2025-11-25","中国政府采购网","政务云"
"194","浙江省政府采购中心关于省数据局省本级政务云服务-云服务项目中标(成交)结果公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251125_25762731.htm","2025-11-25","中国政府采购网","政务云"
"195","北京市政务服务中心2025年政务云服务采购项目中标结果公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251125_25761960.htm","2025-11-25","中国政府采购网","政务云"
"196","西安高新技术产业开发区工业和信息化局西安高新区管委会2025年政务云平台维护项目竞争性磋商公告","http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202511/t20251125_25759368.htm","2025-11-25","中国政府采购网","政务云"
"197","新一代政务云（功能拓展和数据开发平台）（基础设施标段）维保中标公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251125_25758751.htm","2025-11-25","中国政府采购网","政务云"
"198","济宁市政务云资源综合监管系统项目成交结果更正公告","http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202511/t20251125_25757845.htm","2025-11-25","中国政府采购网","政务云"
"199","昆明王家营片区监管大楼海关用互联网专线服务采购（第二年）中标结果公告","http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202511/t20251125_25766463.htm","2025-11-25","中国政府采购网","专线"
"200","生态环境部专线设备IPv6升级项目公开招标公告","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251125_25765198.htm","2025-11-25","中国政府采购网","专线"
"201","同江市青龙山石场配电专线竞争性磋商公告","http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202511/t20251125_25762848.htm","2025-11-25","中国政府采购网","专线"
"202","西安工程大学教学楼空调供电专线工程资格预审公告","http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/202511/t20251125_25762452.htm","2025-11-25","中国政府采购网","专线"
"203","鄂托克旗人民法院其他电信和信息传输服务（移动办公办案专线服务项目）竞争性磋商公告","http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202511/t20251125_25761888.htm","2025-11-25","中国政府采购网","专线"
"204","丹阳市人民医院高压配电房及10KV高压专线（双路）运维服务项目采购公告","http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202511/t20251125_25761361.htm","2025-11-25","中国政府采购网","专线"
"205","绛县公安局“雪亮”数据专线及机房托管采购项目公开招标采购公告","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251125_25760265.htm","2025-11-25","中国政府采购网","专线"
"206","枣庄市消防救援支队租赁网络专线服务项目竞争性磋商公告","http://www.ccgp.gov.cn/cggg/zygg/jzxcs/202511/t20251125_25759139.htm","2025-11-25","中国政府采购网","专线"
"207","内蒙古自治区公安厅视频专线租赁服务项目招标公告","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251125_25759125.htm","2025-11-25","中国政府采购网","专线"
"208","永宁县智慧城市运营中心永宁县电子政务外网运维专线服务项目招标公告","http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202511/t20251125_25758650.htm","2025-11-25","中国政府采购网","专线"
"209","上海健康医学院中国教育和科研计算网互联网专线接入服务单一来源单一来源公示","http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202511/t20251125_25758086.htm","2025-11-25","中国政府采购网","专线"
"210","涟源市教育局租用公有云电脑采购项目更正公告","http://www.ggzy.gov.cn/information/html/a/430000/0204/202511/24/00435618bcefd36e4f1783c6f3256fd00d56.shtml","2025-11-24","全国公共资源交易平台","公有云"
"211","涟源市教育局租用公有云电脑采购项目招标公告","http://www.ggzy.gov.cn/information/html/a/430000/0201/202511/19/0043e7fd3a938db94cd987717809f7f59238.shtml","2025-11-19","全国公共资源交易平台","公有云"
"212","浙江开放大学混合云安全服务项目公有云安全技术服务（重新招标）合同","http://www.ggzy.gov.cn/information/html/a/330000/0203/202511/19/00335737eb6b3fe24c27b7c49a55fd611cc3.shtml","2025-11-19","全国公共资源交易平台","公有云"
"213","永兴县义务教育学校学生电脑升级改造和公有云桌面租赁中标公示","http://www.ggzy.gov.cn/information/html/a/430000/0202/202511/11/00434eab3a7ea68c46e08224b3ea98584685.shtml","2025-11-11","全国公共资源交易平台","公有云"
"214","永兴县义务教育学校学生电脑升级改造和公有云桌面租赁中标公示","http://www.ggzy.gov.cn/information/html/a/430000/0202/202511/11/004304f17dcfe4f74e10bf0f2d1da4e1167c.shtml","2025-11-11","全国公共资源交易平台","公有云"
"215","新疆医科大学第一附属医院短信平台服务采购项目中标(成交)结果公告","http://www.ggzy.gov.cn/information/html/a/650000/0202/202512/01/00655c192f4c8e974dc687a28222060973ff.shtml","2025-12-01","全国公共资源交易平台","短信"
"216","渝中区公安分局购交通管理短信语音告知服务(YZQ25C00224)公开招标公告","http://www.ggzy.gov.cn/information/html/a/500000/0201/202511/27/0050e1c4b0a36fd943a0a2001a4d20a12148.shtml","2025-11-27","全国公共资源交易平台","短信"
"217","射洪市文化广播电视体育和旅游局天府旅游名县智慧旅游运维短信服务项目(二次)竞争性磋商公告","http://www.ggzy.gov.cn/information/html/a/510000/0201/202511/26/0051df27618425c543409fde75673c999b1d.shtml","2025-11-26","全国公共资源交易平台","短信"
"218","广西建设工程机电设备招标中心有限公司关于2025-2026年度南宁市办公OA运维与流量短信租用服务采购成交公告","http://www.ggzy.gov.cn/information/html/a/450000/0202/202511/25/004562ada387f0d74190a873ea1cbe452d5d.shtml","2025-11-25","全国公共资源交易平台","短信"
"219","广西建设工程机电设备招标中心有限公司关于2025-2026年度南宁市办公OA运维与流量短信租用服务采购成交公告","http://www.ggzy.gov.cn/information/html/a/450000/0202/202511/25/004509631f4f72e241a38d9ff32370ed4896.shtml","2025-11-25","全国公共资源交易平台","短信"
"220","国家税务总局浙江省税务局短信服务项目公开招标公告","http://www.ggzy.gov.cn/information/html/a/330000/0201/202511/25/003387a388f3bed74cc0a06ad4939a040ed4.shtml","2025-11-25","全国公共资源交易平台","短信"
"221","甘孜藏族自治州数据局平安甘孜集成平台短信服务采购项目中标（成交）结果公告","http://www.ggzy.gov.cn/information/html/a/510000/0202/202511/24/0051a07d689aa80f479e8e57e7134234c25e.shtml","2025-11-24","全国公共资源交易平台","短信"
"222","南通大学附属医院短信平台服务中标公告采购包1","http://www.ggzy.gov.cn/information/html/a/320000/0202/202511/24/0032e5e234ced28b4f89bb4b51faf8f0bd9e.shtml","2025-11-24","全国公共资源交易平台","短信"
"223","仁寿县司法局普法短信采购(二次)中标（成交）结果公告","http://www.ggzy.gov.cn/information/html/a/510000/0202/202511/21/0051af206b551b514bf88020b105d4f0061c.shtml","2025-11-21","全国公共资源交易平台","短信"
"224","2026年度城乡居民基本医保集中参保期参保短信推送服务","http://www.ggzy.gov.cn/information/html/a/510000/0203/202511/21/00517078fee4c0c941b985a569ede4753842.shtml","2025-11-21","全国公共资源交易平台","短信"
"225","2026年度城乡居民基本医保集中参保期参保短信推送服务","http://www.ggzy.gov.cn/information/html/a/510000/0203/202511/21/0051aca543b0022a4d3795e6fef9308a2f79.shtml","2025-11-21","全国公共资源交易平台","短信"
"226","城乡居民养老保险短信动账提醒项目（二次）合同","http://www.ggzy.gov.cn/information/html/a/650000/0203/202511/20/0065fa7a5730e30847249ea6f40e6501eebd.shtml","2025-11-20","全国公共资源交易平台","短信"
"227","内蒙古自治区大数据中心内蒙古自治区医疗保障网络与机房租赁项目（主用线路、备用线路及短信服务）中标（成交）结果公告.html","http://www.ggzy.gov.cn/information/html/a/150000/0202/202511/21/0015ad60b6cc69b04cac92c1948b7999423d.shtml","2025-11-19","全国公共资源交易平台","短信"
"228","辽宁省政务服务平台短信服务项目竞争性磋商公告","http://www.ggzy.gov.cn/information/html/a/210000/0201/202511/19/0021814a2a2419b946d7a6e9aec084fefb47.shtml","2025-11-19","全国公共资源交易平台","短信"
"229","南山区政务短信和人工智能外呼服务合同书","http://www.ggzy.gov.cn/information/html/a/440000/0203/202511/17/0044cb108c38652947d097d87f1d082f7b2f.shtml","2025-11-17","全国公共资源交易平台","短信"
"230","镇江市公安局短信服务四期采购公告","http://www.ggzy.gov.cn/information/html/a/320000/0201/202511/17/003212611f7ac0b0419a934d878a7d004a60.shtml","2025-11-17","全国公共资源交易平台","短信"
"231","瑞信国际项目管理有限公司关于新疆医科大学第一附属医院短信平台服务采购项目的更正公告","http://www.ggzy.gov.cn/information/html/a/650000/0204/202511/18/0065ea2cf14518e34b1588cdf1b88ff8ee8c.shtml","2025-11-17","全国公共资源交易平台","短信"
"232","新疆医科大学第一附属医院短信平台服务采购项目竞争性磋商公告","http://www.ggzy.gov.cn/information/html/a/650000/0201/202511/14/0065bd4a406c31194859b4723b5b119ecdc8.shtml","2025-11-14","全国公共资源交易平台","短信"
"233","广西德友招标代理有限公司关于12329短信服务平台运营服务成交公告","http://www.ggzy.gov.cn/information/html/a/450000/0202/202511/14/004546f68eb852d643d68ed4662436fac41e.shtml","2025-11-14","全国公共资源交易平台","短信"
"234","广西德友招标代理有限公司关于12329短信服务平台运营服务成交公告","http://www.ggzy.gov.cn/information/html/a/450000/0202/202511/14/0045b5d6e0ad794e4b6fa2381384d64c15f5.shtml","2025-11-14","全国公共资源交易平台","短信"
"235","西安市数据局2025年市数据局政务短信及外呼服务项目招标公告","http://www.ggzy.gov.cn/information/html/a/610000/0201/202511/13/0061ce01f68fac364b3cac7fd4122bcb6c9c.shtml","2025-11-13","全国公共资源交易平台","短信"
"236","黄河农村商业银行采购短信代理服务商项目变更公告","http://www.ggzy.gov.cn/information/html/a/640000/0204/202511/12/006421236a6125154fa6ad34286bc7da14d1.shtml","2025-11-12","全国公共资源交易平台","短信"
"237","业务系统短信服务(二次)","http://www.ggzy.gov.cn/information/html/a/440000/0203/202511/11/0044e2dfa95b4e6c44f58dbb33ab2bf06757.shtml","2025-11-11","全国公共资源交易平台","短信"
"238","广西建设工程机电设备招标中心有限公司关于2025-2026年度南宁市办公OA运维与流量短信租用服务采购的竞争性磋商公告","http://www.ggzy.gov.cn/information/html/a/450000/0201/202511/10/004510913579292342d791ffcc9833502e28.shtml","2025-11-10","全国公共资源交易平台","短信"
"239","统一12333短信服务项目合同","http://www.ggzy.gov.cn/information/html/a/330000/0203/202511/10/0033d5f025b7a2d148bca07047e9fa3f4e61.shtml","2025-11-10","全国公共资源交易平台","短信"
"240","广西建设工程机电设备招标中心有限公司关于2025-2026年度南宁市办公OA运维与流量短信租用服务采购的竞争性磋商公告","http://www.ggzy.gov.cn/information/html/a/450000/0201/202511/10/0045599f6a04ef33468b88bf6c7acb0ae7ed.shtml","2025-11-10","全国公共资源交易平台","短信"
"241","科信联合工程咨询有限公司关于统一消息短信租赁服务项目的公开招标公告","http://www.ggzy.gov.cn/information/html/a/330000/0201/202511/10/0033f7b9af423625428eb664d62f28d57dd1.shtml","2025-11-10","全国公共资源交易平台","短信"
"242","2025年手机提示短信项目公开招标公告","http://www.ggzy.gov.cn/information/html/a/110000/0201/202511/07/00118eaca69c975447bebad0c7cc2a8eca4c.shtml","2025-11-07","全国公共资源交易平台","短信"
"243","成都市2025-2026年度政务短信网关服务项目","http://www.ggzy.gov.cn/information/html/a/510000/0203/202511/07/005193deab24eec9472c976cd6af1a66c05c.shtml","2025-11-07","全国公共资源交易平台","短信"
"244","成都市2025-2026年度政务短信网关服务项目","http://www.ggzy.gov.cn/information/html/a/510000/0203/202511/07/0051c5df51cda8fb413282402f5e09496e6f.shtml","2025-11-07","全国公共资源交易平台","短信"
"245","成都市2025-2026年度政务短信网关服务项目","http://www.ggzy.gov.cn/information/html/a/510000/0203/202511/07/0051aa0cbcc83da344b48466fee72a436465.shtml","2025-11-07","全国公共资源交易平台","短信"
"246","金华医保短信提醒服务项目中标(成交)结果公告","http://www.ggzy.gov.cn/information/html/a/330000/0202/202511/07/0033bc4c572775564bcf8593a614a4a344e0.shtml","2025-11-07","全国公共资源交易平台","短信"
"247","甘孜藏族自治州数据局平安甘孜集成平台短信服务采购项目竞争性磋商公告","http://www.ggzy.gov.cn/information/html/a/510000/0201/202511/07/0051ca7e785f70f54e03bf93eadd0623b6dc.shtml","2025-11-06","全国公共资源交易平台","短信"
"248","射洪市文化广播电视体育和旅游局天府旅游名县智慧旅游运维短信服务项目竞争性磋商公告","http://www.ggzy.gov.cn/information/html/a/510000/0201/202511/05/0051c7057b6aca3448178bed7271eb34d1a9.shtml","2025-11-05","全国公共资源交易平台","短信"
"249","绵阳市医疗保障局2026年度城乡居民基本医保集中参保期参保短信推送服务中标（成交）结果公告","http://www.ggzy.gov.cn/information/html/a/510000/0202/202511/05/0051ae475826523f4f168060a20830fbfe86.shtml","2025-11-05","全国公共资源交易平台","短信"
"250","仁寿县司法局普法短信采购中标（成交）结果公告","http://www.ggzy.gov.cn/information/html/a/510000/0202/202511/03/00515c91748d636544dfac67cc3e4095faa8.shtml","2025-11-03","全国公共资源交易平台","短信"
"251","仁寿县司法局普法短信采购中标（成交）结果公告","http://www.ggzy.gov.cn/information/html/a/510000/0202/202511/03/0051269ffb6d52d344aebe2dca7f71c85ccb.shtml","2025-11-03","全国公共资源交易平台","短信"
"252","医保短信宣传项目","http://www.ggzy.gov.cn/information/html/a/510000/0203/202511/03/00518a9031af6e0b4cab881da49d7a7d2007.shtml","2025-11-03","全国公共资源交易平台","短信"
"253","医保短信宣传项目","http://www.ggzy.gov.cn/information/html/a/510000/0203/202511/03/005176c727086d1b48d6abaea5e63d7aa7d8.shtml","2025-11-03","全国公共资源交易平台","短信"
"254","医保短信宣传项目","http://www.ggzy.gov.cn/information/html/a/510000/0203/202511/03/0051c7782c62c85249819598c1cc5b478daf.shtml","2025-11-03","全国公共资源交易平台","短信"
