date,keyword,channel,device,region,page_views,search_count,result_clicks,avg_stay_seconds,bounce_rate
2025-08-31,法律法规,付费推广,移动端,四川,23,7,2,57.9,0.55
2025-08-31,履约信息,直接访问,移动端,江苏,22,4,3,129.8,0.4
2025-08-31,中标结果,直接访问,移动端,山东,13,5,3,130.8,0.42
2025-08-31,项目立项,直接访问,移动端,北京,10,3,2,47.7,0.35
2025-08-31,评标专家,直接访问,移动端,湖北,36,5,3,110.4,0.22
2025-08-31,工程招标,站内,移动端,北京,18,9,7,102.0,0.17
2025-08-31,中标公示,直接访问,PC,湖北,8,3,1,88.6,0.37
2025-08-31,单一来源,直接访问,移动端,浙江,21,4,3,20.3,0.24
2025-08-31,更正公告,直接访问,PC,山东,15,4,3,79.6,0.72
2025-08-31,政策解读,直接访问,移动端,四川,35,11,8,89.4,0.66
2025-08-31,资格预审,直接访问,PC,四川,13,1,0,101.9,0.16
2025-08-31,竞争性谈判,站内,PC,广东,4,3,2,79.8,0.49
2025-08-31,开标记录,站内,PC,浙江,4,11,4,123.1,0.7
2025-08-31,招标代理,外部链接,PC,湖北,33,8,6,97.5,0.3
2025-08-31,投诉处理,外部链接,PC,上海,22,8,5,41.4,0.53
2025-08-31,工程招标,付费推广,移动端,上海,41,6,4,66.6,0.18
2025-08-31,中标结果,站内,移动端,湖北,12,3,2,170.6,0.4
2025-08-31,中标结果,站内,PC,湖北,33,8,4,82.6,0.58
2025-08-31,工程招标,直接访问,PC,浙江,52,12,8,93.1,0.67
2025-08-31,投标保证金,直接访问,PC,湖北,13,3,1,164.6,0.72
2025-08-31,履约信息,直接访问,PC,四川,57,9,7,101.8,0.26
2025-08-31,中标结果,外部链接,PC,上海,28,5,4,83.1,0.62
2025-08-31,工程招标,直接访问,PC,上海,25,8,4,33.7,0.19
2025-08-31,招投标公告,付费推广,移动端,四川,9,2,1,138.5,0.72
2025-08-31,招标文件,直接访问,移动端,四川,47,10,8,72.9,0.26
2025-08-31,招标文件,站内,PC,上海,9,3,1,109.0,0.53
2025-08-31,询价公告,直接访问,移动端,浙江,31,2,1,90.1,0.6
2025-08-31,工程招标,直接访问,PC,上海,29,1,0,89.4,0.49
2025-08-31,中标结果,直接访问,PC,四川,17,6,5,46.7,0.52
2025-08-31,政府采购,付费推广,PC,浙江,16,11,5,115.7,0.63
2025-08-31,招投标公告,站内,PC,上海,26,6,5,63.4,0.46
2025-08-31,企业资质,外部链接,移动端,广东,23,11,5,90.7,0.41
2025-08-31,招投标公告,站内,移动端,山东,8,11,4,159.3,0.71
2025-08-31,招投标公告,外部链接,PC,浙江,26,8,4,126.8,0.57
2025-08-31,招标文件,站内,移动端,湖北,40,7,5,74.1,0.31
2025-08-31,工程招标,直接访问,PC,山东,39,11,4,100.4,0.22
2025-08-31,开标记录,站内,PC,北京,20,3,1,147.8,0.62
2025-08-31,更正公告,直接访问,PC,四川,32,10,3,159.5,0.62
2025-08-31,招投标公告,直接访问,移动端,浙江,22,12,10,134.4,0.2
2025-08-31,中标结果,外部链接,PC,北京,21,7,3,150.4,0.57
2025-08-31,中标公示,站内,PC,广东,5,8,3,46.5,0.27
2025-08-31,工程招标,外部链接,移动端,北京,23,12,9,155.5,0.6
2025-09-01,工程招标,外部链接,移动端,湖北,25,9,6,58.7,0.36
2025-09-01,采购信息,直接访问,移动端,江苏,4,5,3,28.2,0.36
2025-09-01,竞争性谈判,外部链接,移动端,北京,32,11,8,176.3,0.55
2025-09-01,招标文件,站内,移动端,北京,26,10,4,76.0,0.64
2025-09-01,供应商查询,直接访问,PC,浙江,24,4,2,75.2,0.43
2025-09-01,中标公示,付费推广,移动端,湖北,38,8,6,42.7,0.59
2025-09-01,供应商查询,付费推广,移动端,四川,24,7,6,77.2,0.41
2025-09-01,开标记录,付费推广,PC,上海,19,4,1,42.3,0.35
2025-09-01,招投标公告,直接访问,PC,江苏,17,4,1,88.5,0.66
2025-09-01,中标公示,外部链接,PC,北京,23,2,1,64.9,0.29
2025-09-01,评标专家,站内,PC,广东,29,5,3,68.3,0.52
2025-09-01,资格预审,外部链接,PC,四川,23,12,6,109.6,0.43
2025-09-01,招投标公告,直接访问,PC,四川,35,12,5,166.3,0.73
2025-09-01,电子招投标,外部链接,移动端,四川,40,12,5,70.1,0.53
2025-09-01,投诉处理,直接访问,移动端,浙江,36,4,2,21.1,0.46
2025-09-01,招投标公告,站内,移动端,北京,17,9,5,90.8,0.62
2025-09-01,投标保证金,直接访问,PC,广东,13,8,3,75.7,0.52
2025-09-01,行业动态,站内,移动端,山东,34,6,4,149.3,0.26
2025-09-01,企业资质,外部链接,PC,广东,37,12,10,146.1,0.4
2025-09-01,开标记录,直接访问,PC,上海,6,5,1,77.7,0.62
2025-09-01,法律法规,直接访问,PC,上海,21,10,6,169.8,0.42
2025-09-01,工程招标,外部链接,PC,上海,6,6,5,158.6,0.48
2025-09-01,供应商查询,直接访问,移动端,广东,30,11,6,46.8,0.52
2025-09-01,框架协议,外部链接,PC,广东,21,9,3,28.3,0.19
2025-09-01,工程招标,外部链接,移动端,浙江,13,2,1,31.1,0.36
2025-09-01,招投标公告,直接访问,PC,湖北,33,11,8,151.3,0.64
2025-09-01,中标结果,直接访问,移动端,江苏,2,4,1,122.2,0.57
2025-09-01,中标公示,直接访问,移动端,上海,15,3,1,140.5,0.55
2025-09-01,招投标公告,站内,PC,湖北,24,9,3,23.8,0.29
2025-09-01,中标公示,直接访问,PC,四川,26,9,7,52.5,0.47
2025-09-01,企业资质,站内,PC,四川,34,9,5,116.4,0.35
2025-09-01,招标文件,直接访问,PC,江苏,14,8,2,47.9,0.17
2025-09-01,投标保证金,站内,移动端,浙江,47,10,7,129.7,0.28
2025-09-01,行业报告,直接访问,PC,浙江,30,10,8,100.8,0.34
2025-09-01,采购信息,直接访问,PC,山东,32,12,6,177.4,0.51
2025-09-01,工程招标,外部链接,移动端,江苏,20,11,9,117.9,0.68
2025-09-01,更正公告,外部链接,移动端,江苏,23,1,0,110.0,0.25
2025-09-01,招投标公告,直接访问,PC,湖北,18,12,10,85.6,0.16
2025-09-01,框架协议,站内,PC,江苏,17,8,7,166.9,0.6
2025-09-01,政府采购,直接访问,移动端,山东,24,3,1,56.0,0.67
2025-09-01,行业报告,外部链接,PC,山东,8,2,1,28.6,0.56
2025-09-01,招投标公告,外部链接,移动端,湖北,23,3,2,28.2,0.61
2025-09-02,询价公告,站内,PC,江苏,7,1,0,129.7,0.64
2025-09-02,法律法规,直接访问,移动端,湖北,57,9,8,55.5,0.66
2025-09-02,招投标公告,直接访问,移动端,山东,36,8,5,164.1,0.59
2025-09-02,政策解读,直接访问,移动端,湖北,20,3,2,177.3,0.61
2025-09-02,工程招标,外部链接,移动端,湖北,24,6,5,59.0,0.23
2025-09-02,招标代理,外部链接,PC,上海,19,1,0,73.3,0.53
2025-09-02,单一来源,站内,移动端,浙江,52,12,6,36.1,0.45
2025-09-02,招投标公告,直接访问,PC,上海,30,12,5,36.9,0.59
2025-09-02,投标保证金,外部链接,PC,湖北,30,4,2,139.8,0.21
2025-09-02,合同公示,外部链接,移动端,浙江,19,12,4,41.4,0.19
2025-09-02,评标专家,直接访问,PC,浙江,12,9,6,20.6,0.33
2025-09-02,工程招标,站内,移动端,北京,16,5,3,171.1,0.55
2025-09-02,招投标公告,外部链接,PC,四川,28,4,2,117.6,0.18
2025-09-02,中标公示,直接访问,PC,广东,36,5,3,105.3,0.21
2025-09-02,政府采购,外部链接,PC,山东,24,1,0,164.8,0.43
2025-09-02,行业动态,直接访问,移动端,北京,19,8,4,115.8,0.43
2025-09-02,招标文件,外部链接,移动端,山东,2,4,2,128.8,0.51
2025-09-02,项目立项,直接访问,PC,北京,34,9,4,109.5,0.63
2025-09-02,政策解读,站内,PC,北京,42,12,7,91.2,0.66
2025-09-02,招投标公告,外部链接,PC,上海,7,2,0,18.9,0.62
2025-09-02,投标保证金,付费推广,移动端,广东,33,5,2,128.7,0.66
2025-09-02,采购信息,直接访问,移动端,北京,23,2,0,176.6,0.51
2025-09-02,招投标公告,外部链接,移动端,湖北,20,1,0,106.0,0.4
2025-09-02,招投标公告,直接访问,移动端,北京,15,2,0,83.0,0.7
2025-09-02,企业资质,站内,PC,上海,16,2,1,124.9,0.48
2025-09-02,行业动态,外部链接,移动端,上海,12,10,5,50.8,0.33
2025-09-02,单一来源,直接访问,PC,广东,21,2,1,103.9,0.33
2025-09-02,开标记录,直接访问,PC,山东,19,4,1,95.6,0.21
2025-09-02,供应商查询,外部链接,PC,北京,31,3,2,141.2,0.44
2025-09-02,法律法规,直接访问,PC,湖北,38,11,6,60.5,0.19
2025-09-02,中标结果,站内,移动端,广东,18,4,2,90.9,0.65
2025-09-02,采购信息,付费推广,PC,湖北,25,11,9,115.0,0.32
2025-09-02,电子招投标,直接访问,PC,北京,30,9,3,121.9,0.37
2025-09-02,供应商查询,外部链接,移动端,四川,41,5,4,67.9,0.72
2025-09-02,政策解读,直接访问,移动端,上海,26,8,4,104.3,0.52
2025-09-02,招投标公告,外部链接,移动端,江苏,47,10,6,164.7,0.69
2025-09-02,行业动态,直接访问,PC,四川,26,9,6,114.8,0.55
2025-09-02,工程招标,外部链接,移动端,江苏,28,4,2,105.9,0.34
2025-09-02,投标保证金,外部链接,PC,江苏,20,11,5,161.7,0.64
2025-09-02,供应商查询,直接访问,移动端,山东,31,9,4,29.7,0.22
2025-09-02,供应商查询,外部链接,PC,北京,38,4,3,98.2,0.71
2025-09-02,行业动态,站内,PC,湖北,28,4,2,177.0,0.51
2025-09-02,中标公示,直接访问,PC,上海,2,2,1,155.2,0.32
2025-09-03,政策解读,直接访问,PC,湖北,1,4,1,36.1,0.74
2025-09-03,竞争性谈判,直接访问,PC,浙江,47,10,6,107.5,0.65
2025-09-03,工程招标,外部链接,PC,浙江,14,3,2,105.8,0.16
2025-09-03,工程招标,外部链接,移动端,江苏,33,8,3,83.8,0.3
2025-09-03,资格预审,站内,移动端,江苏,13,2,0,111.9,0.51
2025-09-03,供应商查询,直接访问,PC,北京,24,7,5,137.7,0.38
2025-09-03,资格预审,直接访问,PC,江苏,25,4,3,145.9,0.46
2025-09-03,招标文件,外部链接,移动端,山东,30,10,4,30.5,0.65
2025-09-03,政府采购,直接访问,PC,浙江,16,6,3,133.8,0.69
2025-09-03,供应商查询,站内,移动端,浙江,54,11,8,147.6,0.38
2025-09-03,招标文件,直接访问,PC,山东,17,7,2,55.0,0.37
2025-09-03,法律法规,外部链接,PC,浙江,1,1,0,141.2,0.2
2025-09-03,企业资质,直接访问,移动端,广东,17,5,1,42.1,0.23
2025-09-03,中标结果,站内,PC,湖北,9,5,2,159.2,0.52
2025-09-03,行业报告,站内,移动端,上海,40,5,3,45.2,0.16
2025-09-03,评标专家,外部链接,PC,北京,25,5,4,38.1,0.43
2025-09-03,框架协议,站内,PC,上海,36,4,3,45.8,0.31
2025-09-03,开标记录,外部链接,移动端,湖北,8,3,1,155.1,0.3
2025-09-03,资格预审,直接访问,移动端,山东,24,4,2,58.2,0.53
2025-09-03,框架协议,直接访问,PC,广东,33,5,3,140.2,0.48
2025-09-03,竞争性谈判,站内,PC,四川,48,10,6,58.7,0.71
2025-09-03,工程招标,站内,PC,广东,29,4,1,66.3,0.51
2025-09-03,中标结果,直接访问,PC,四川,9,8,3,88.6,0.53
2025-09-03,工程招标,站内,移动端,上海,39,11,8,41.1,0.69
2025-09-03,信用查询,直接访问,PC,山东,24,6,5,85.4,0.18
2025-09-03,评标专家,站内,移动端,江苏,37,6,2,80.6,0.54
2025-09-03,中标结果,外部链接,PC,山东,2,1,0,75.1,0.27
2025-09-03,企业资质,直接访问,移动端,上海,28,12,9,22.0,0.28
2025-09-03,政策解读,直接访问,PC,山东,23,6,4,26.2,0.46
2025-09-03,工程招标,直接访问,PC,广东,38,11,8,42.8,0.64
2025-09-03,招标文件,站内,移动端,江苏,4,3,1,117.9,0.32
2025-09-03,采购信息,直接访问,PC,上海,17,4,2,147.5,0.68
2025-09-03,中标结果,外部链接,移动端,浙江,27,1,0,24.1,0.59
2025-09-03,电子招投标,直接访问,移动端,上海,27,11,6,92.5,0.69
2025-09-03,资格预审,付费推广,移动端,江苏,38,10,6,125.7,0.47
2025-09-03,项目立项,站内,移动端,江苏,21,10,7,150.0,0.41
2025-09-03,采购信息,付费推广,PC,湖北,25,1,0,157.8,0.21
2025-09-03,工程招标,直接访问,移动端,浙江,28,8,6,105.8,0.37
2025-09-03,单一来源,直接访问,PC,北京,34,4,1,168.4,0.19
2025-09-03,招标文件,站内,PC,湖北,11,3,1,169.9,0.22
2025-09-03,采购信息,站内,PC,湖北,43,10,4,56.1,0.3
2025-09-03,投标保证金,直接访问,移动端,湖北,25,2,0,137.5,0.24
2025-09-03,中标结果,站内,移动端,上海,1,1,0,39.6,0.74
2025-09-03,供应商查询,外部链接,移动端,四川,12,11,7,162.6,0.35
2025-09-03,招投标公告,外部链接,移动端,广东,38,4,3,178.9,0.21
2025-09-03,行业报告,外部链接,PC,江苏,8,3,1,122.2,0.57
2025-09-03,招投标公告,外部链接,移动端,广东,32,7,5,94.6,0.42
2025-09-03,评标专家,直接访问,移动端,湖北,35,7,5,177.5,0.34
2025-09-03,招标文件,直接访问,PC,上海,4,1,0,35.4,0.42
2025-09-03,工程招标,直接访问,移动端,四川,29,10,4,84.4,0.71
2025-09-03,项目立项,外部链接,移动端,江苏,40,12,5,23.5,0.24
2025-09-03,工程招标,直接访问,PC,江苏,26,7,3,124.6,0.39
2025-09-04,中标结果,站内,移动端,湖北,10,11,5,158.8,0.25
2025-09-04,采购信息,直接访问,移动端,四川,9,3,1,101.1,0.45
2025-09-04,采购信息,直接访问,PC,广东,25,1,0,117.6,0.35
2025-09-04,招投标公告,站内,移动端,浙江,19,4,1,81.3,0.47
2025-09-04,行业报告,付费推广,PC,广东,38,8,7,179.5,0.42
2025-09-04,采购信息,直接访问,移动端,北京,53,8,6,93.1,0.68
2025-09-04,行业报告,付费推广,移动端,浙江,30,8,4,55.2,0.69
2025-09-04,采购信息,直接访问,PC,广东,19,4,3,82.3,0.41
2025-09-04,评标专家,站内,PC,湖北,24,1,0,115.2,0.18
2025-09-04,法律法规,直接访问,移动端,江苏,21,2,1,135.6,0.26
2025-09-04,合同公示,直接访问,PC,四川,20,11,5,34.1,0.71
2025-09-04,竞争性谈判,直接访问,PC,江苏,18,7,3,136.1,0.37
2025-09-04,框架协议,直接访问,移动端,北京,28,2,1,169.8,0.72
2025-09-04,招投标公告,站内,移动端,江苏,14,3,1,37.7,0.61
2025-09-04,电子招投标,外部链接,PC,江苏,12,2,1,46.6,0.63
2025-09-04,行业动态,直接访问,PC,北京,5,2,0,102.6,0.56
2025-09-04,工程招标,付费推广,移动端,四川,25,1,0,140.6,0.21
2025-09-04,政策解读,站内,PC,浙江,30,10,7,54.7,0.54
2025-09-04,企业资质,外部链接,移动端,湖北,36,6,4,24.8,0.42
2025-09-04,招投标公告,直接访问,移动端,四川,15,11,5,157.6,0.2
2025-09-04,废标公告,外部链接,移动端,北京,33,10,4,179.4,0.59
2025-09-04,招标文件,外部链接,PC,四川,17,4,2,24.3,0.21
2025-09-04,招标代理,外部链接,移动端,江苏,28,7,6,155.7,0.74
2025-09-04,投诉处理,直接访问,PC,江苏,16,7,2,47.9,0.21
2025-09-04,工程招标,外部链接,移动端,北京,30,6,2,72.1,0.68
2025-09-04,工程招标,直接访问,移动端,浙江,25,1,0,133.5,0.71
2025-09-04,履约信息,外部链接,移动端,江苏,10,2,1,166.9,0.4
2025-09-04,项目立项,直接访问,PC,北京,4,2,1,162.4,0.18
2025-09-04,投标保证金,直接访问,PC,上海,18,10,8,72.1,0.26
2025-09-04,企业资质,站内,PC,广东,11,8,3,137.5,0.64
2025-09-04,政府采购,直接访问,PC,江苏,31,10,8,106.7,0.19
2025-09-04,采购信息,外部链接,PC,江苏,37,6,2,111.7,0.31
2025-09-04,资格预审,站内,移动端,江苏,10,11,7,83.7,0.26
2025-09-04,采购信息,直接访问,PC,北京,12,11,5,179.7,0.6
2025-09-04,竞争性谈判,外部链接,PC,浙江,24,5,4,52.1,0.22
2025-09-04,询价公告,直接访问,PC,山东,28,3,1,77.7,0.74
2025-09-04,供应商查询,外部链接,PC,浙江,27,11,4,48.5,0.55
2025-09-04,评标专家,直接访问,PC,江苏,15,7,2,93.1,0.19
2025-09-04,信用查询,直接访问,PC,江苏,10,4,2,63.9,0.26
2025-09-04,框架协议,外部链接,移动端,北京,38,10,6,54.3,0.27
2025-09-04,更正公告,站内,移动端,江苏,32,3,1,39.6,0.62
2025-09-04,合同公示,直接访问,移动端,上海,19,2,1,59.3,0.21
2025-09-04,更正公告,外部链接,PC,湖北,7,1,0,163.6,0.3
2025-09-04,采购信息,付费推广,移动端,上海,10,11,6,173.3,0.35
2025-09-04,政府采购,外部链接,移动端,广东,26,8,3,67.6,0.61
2025-09-05,询价公告,直接访问,PC,湖北,30,11,9,79.5,0.52
2025-09-05,信用查询,直接访问,移动端,四川,33,8,6,54.9,0.72
2025-09-05,招投标公告,直接访问,移动端,上海,8,4,2,93.7,0.47
2025-09-05,单一来源,直接访问,移动端,山东,16,12,5,78.1,0.17
2025-09-05,招投标公告,外部链接,PC,江苏,56,11,7,51.9,0.35
2025-09-05,采购信息,直接访问,移动端,浙江,17,1,0,45.1,0.6
2025-09-05,竞争性谈判,付费推广,PC,浙江,7,7,5,99.6,0.29
2025-09-05,行业报告,直接访问,移动端,四川,10,8,5,137.7,0.74
2025-09-05,行业报告,外部链接,PC,上海,12,4,3,152.0,0.27
2025-09-05,招标文件,直接访问,PC,上海,11,1,0,119.6,0.68
2025-09-05,招标文件,外部链接,PC,北京,6,3,1,78.7,0.47
2025-09-05,政府采购,站内,PC,上海,7,4,1,88.4,0.57
2025-09-05,工程招标,站内,移动端,四川,36,8,3,90.7,0.25
2025-09-05,废标公告,直接访问,PC,浙江,15,12,9,83.7,0.38
2025-09-05,政策解读,付费推广,移动端,北京,12,12,5,137.4,0.47
2025-09-05,更正公告,外部链接,PC,上海,25,1,0,38.5,0.69
2025-09-05,政策解读,外部链接,移动端,浙江,31,9,5,105.1,0.31
2025-09-05,招标文件,直接访问,PC,湖北,16,8,6,148.1,0.28
2025-09-05,评标结果,外部链接,移动端,北京,28,7,5,141.1,0.43
2025-09-05,政府采购,付费推广,PC,广东,27,1,0,149.2,0.17
2025-09-05,招标文件,站内,移动端,北京,34,2,1,148.5,0.41
2025-09-05,信用查询,外部链接,PC,广东,25,12,5,79.4,0.22
2025-09-05,企业资质,外部链接,移动端,江苏,21,3,1,126.2,0.47
2025-09-05,招标文件,外部链接,移动端,上海,22,3,2,118.7,0.18
2025-09-05,供应商查询,直接访问,PC,广东,21,1,0,60.3,0.3
2025-09-05,招标文件,直接访问,PC,江苏,30,9,3,37.9,0.4
2025-09-05,投标保证金,外部链接,移动端,四川,38,11,4,45.6,0.5
2025-09-05,竞争性谈判,外部链接,PC,山东,13,1,0,115.5,0.52
2025-09-05,中标公示,直接访问,移动端,上海,28,3,1,25.6,0.22
2025-09-05,供应商查询,站内,PC,广东,39,5,3,156.8,0.26
2025-09-05,评标专家,外部链接,移动端,浙江,26,7,5,122.9,0.39
2025-09-05,采购信息,外部链接,PC,湖北,30,10,7,110.6,0.55
2025-09-05,竞争性谈判,直接访问,PC,浙江,21,7,5,135.0,0.66
2025-09-05,中标结果,直接访问,移动端,江苏,27,2,1,81.2,0.72
2025-09-05,评标结果,直接访问,移动端,四川,9,5,4,83.3,0.29
2025-09-05,项目立项,直接访问,移动端,江苏,24,4,3,31.7,0.38
2025-09-05,中标结果,直接访问,PC,广东,16,4,3,108.1,0.45
2025-09-05,工程招标,付费推广,PC,上海,26,8,5,129.5,0.17
2025-09-05,政府采购,直接访问,移动端,浙江,30,4,3,151.5,0.27
2025-09-05,政策解读,外部链接,移动端,北京,35,7,5,34.6,0.21
2025-09-05,行业报告,外部链接,移动端,北京,13,9,3,114.1,0.53
2025-09-05,工程招标,直接访问,PC,四川,31,4,1,23.6,0.2
2025-09-05,招投标公告,站内,移动端,山东,19,6,5,173.6,0.67
2025-09-06,竞争性谈判,外部链接,PC,上海,21,4,3,35.3,0.62
2025-09-06,招投标公告,直接访问,移动端,广东,21,4,2,121.2,0.45
2025-09-06,竞争性谈判,站内,移动端,湖北,12,1,0,77.6,0.63
2025-09-06,工程招标,直接访问,PC,北京,6,2,1,105.4,0.29
2025-09-06,供应商查询,外部链接,移动端,上海,36,7,3,52.9,0.51
2025-09-06,工程招标,直接访问,PC,四川,35,7,2,23.9,0.6
2025-09-06,竞争性谈判,直接访问,PC,广东,19,6,4,97.8,0.39
2025-09-06,中标结果,站内,PC,北京,28,2,1,155.1,0.71
2025-09-06,评标专家,站内,PC,浙江,29,6,3,159.1,0.17
2025-09-06,工程招标,外部链接,PC,浙江,10,2,1,163.4,0.36
2025-09-06,开标记录,外部链接,PC,北京,33,8,5,141.6,0.54
2025-09-06,工程招标,直接访问,PC,江苏,6,5,3,57.2,0.69
2025-09-06,招投标公告,外部链接,PC,浙江,39,6,3,126.1,0.48
2025-09-06,信用查询,直接访问,PC,浙江,7,11,6,34.6,0.37
2025-09-06,政府采购,直接访问,移动端,四川,31,10,6,64.9,0.49
2025-09-06,招标代理,站内,PC,江苏,56,10,8,114.9,0.49
2025-09-06,招标代理,直接访问,移动端,湖北,22,11,5,162.0,0.33
2025-09-06,政策解读,直接访问,PC,浙江,10,3,1,21.4,0.45
2025-09-06,招标文件,外部链接,移动端,浙江,7,3,2,153.9,0.63
2025-09-06,采购信息,站内,移动端,湖北,17,7,4,118.8,0.16
2025-09-06,行业动态,直接访问,移动端,山东,26,7,6,89.6,0.6
2025-09-06,招标文件,付费推广,移动端,浙江,32,6,4,57.5,0.72
2025-09-06,工程招标,站内,移动端,江苏,28,1,0,125.5,0.74
2025-09-06,信用查询,外部链接,PC,广东,26,9,7,113.7,0.37
2025-09-06,政府采购,直接访问,PC,湖北,40,10,5,29.8,0.65
2025-09-06,招投标公告,外部链接,PC,上海,27,4,3,72.6,0.7
2025-09-06,工程招标,站内,移动端,湖北,36,9,3,100.5,0.53
2025-09-06,招投标公告,直接访问,移动端,山东,23,4,1,81.3,0.68
2025-09-06,招投标公告,直接访问,移动端,湖北,25,9,4,49.3,0.52
2025-09-06,开标记录,站内,PC,北京,14,7,4,65.5,0.51
2025-09-06,更正公告,直接访问,PC,上海,48,11,7,84.6,0.24
2025-09-06,竞争性谈判,直接访问,PC,广东,24,8,4,44.3,0.58
2025-09-06,中标结果,直接访问,PC,湖北,19,11,4,21.2,0.63
2025-09-06,单一来源,外部链接,移动端,山东,30,7,6,131.3,0.51
2025-09-06,框架协议,直接访问,PC,江苏,8,2,1,91.5,0.2
2025-09-06,工程招标,付费推广,PC,上海,11,4,2,93.7,0.71
2025-09-06,中标公示,直接访问,移动端,上海,8,11,4,79.5,0.28
2025-09-06,中标结果,站内,移动端,四川,15,3,1,37.6,0.28
2025-09-06,招投标公告,外部链接,PC,江苏,33,10,3,111.8,0.18
2025-09-06,更正公告,直接访问,PC,北京,10,7,3,91.2,0.56
2025-09-06,废标公告,直接访问,PC,上海,45,8,6,101.2,0.7
2025-09-06,招投标公告,站内,移动端,山东,15,10,6,119.8,0.31
2025-09-06,招标代理,直接访问,移动端,四川,43,12,9,140.8,0.67
2025-09-06,采购信息,站内,PC,北京,25,9,4,22.7,0.29
2025-09-06,单一来源,付费推广,PC,湖北,19,7,5,95.5,0.19
2025-09-06,更正公告,外部链接,移动端,上海,12,1,0,105.6,0.2
2025-09-06,废标公告,直接访问,移动端,四川,37,11,4,159.5,0.37
2025-09-06,电子招投标,外部链接,PC,北京,33,11,5,29.8,0.54
2025-09-06,招标代理,直接访问,移动端,四川,44,10,5,114.3,0.17
2025-09-06,行业报告,站内,PC,湖北,43,10,6,106.6,0.16
2025-09-06,工程招标,站内,PC,四川,21,1,0,154.4,0.41
2025-09-06,竞争性谈判,站内,PC,江苏,39,11,4,137.1,0.46
2025-09-07,招投标公告,直接访问,PC,山东,2,1,0,75.8,0.26
2025-09-07,信用查询,直接访问,PC,浙江,14,9,7,169.3,0.42
2025-09-07,供应商查询,直接访问,移动端,山东,32,8,5,105.8,0.66
2025-09-07,行业报告,直接访问,PC,上海,17,3,1,179.1,0.17
2025-09-07,合同公示,直接访问,PC,湖北,21,11,5,26.4,0.31
2025-09-07,招投标公告,站内,PC,湖北,36,7,5,92.0,0.17
2025-09-07,项目立项,直接访问,移动端,上海,26,12,6,58.7,0.71
2025-09-07,供应商查询,外部链接,PC,四川,30,10,5,172.2,0.56
2025-09-07,单一来源,站内,移动端,浙江,12,4,2,83.6,0.31
2025-09-07,政府采购,付费推广,PC,四川,45,12,10,166.1,0.36
2025-09-07,工程招标,外部链接,PC,浙江,18,12,5,54.2,0.74
2025-09-07,中标公示,外部链接,PC,四川,16,1,0,60.6,0.38
2025-09-07,更正公告,直接访问,移动端,山东,22,11,5,19.2,0.33
2025-09-07,评标结果,站内,移动端,北京,9,2,1,25.6,0.46
2025-09-07,询价公告,外部链接,PC,广东,14,2,1,67.8,0.35
2025-09-07,中标结果,直接访问,PC,北京,28,4,3,161.5,0.64
2025-09-07,中标公示,站内,PC,浙江,13,7,4,20.6,0.52
2025-09-07,评标专家,直接访问,移动端,北京,5,5,4,143.8,0.26
2025-09-07,供应商查询,外部链接,移动端,山东,30,9,3,95.4,0.31
2025-09-07,工程招标,站内,PC,四川,35,7,3,71.6,0.64
2025-09-07,投标保证金,直接访问,PC,四川,41,10,6,89.6,0.33
2025-09-07,工程招标,外部链接,PC,四川,47,12,10,120.4,0.59
2025-09-07,中标结果,直接访问,移动端,江苏,33,3,1,117.5,0.22
2025-09-07,招投标公告,外部链接,移动端,广东,30,3,2,24.4,0.24
2025-09-07,招标文件,外部链接,移动端,浙江,22,2,1,160.1,0.68
2025-09-07,开标记录,站内,移动端,北京,18,4,1,23.5,0.27
2025-09-07,评标结果,外部链接,PC,北京,20,5,2,113.0,0.75
2025-09-07,中标公示,外部链接,移动端,浙江,39,7,4,171.8,0.54
2025-09-07,工程招标,直接访问,PC,上海,19,6,3,53.4,0.64
2025-09-07,询价公告,站内,PC,上海,12,4,3,116.3,0.68
2025-09-07,合同公示,外部链接,移动端,广东,21,7,5,57.6,0.31
2025-09-07,工程招标,站内,PC,广东,24,9,3,102.0,0.2
2025-09-07,中标结果,站内,移动端,山东,29,8,4,119.7,0.44
2025-09-07,供应商查询,站内,移动端,四川,20,3,2,163.7,0.48
2025-09-07,竞争性谈判,直接访问,PC,上海,27,12,7,93.9,0.19
2025-09-07,政府采购,直接访问,移动端,浙江,44,10,7,153.7,0.17
2025-09-07,工程招标,直接访问,移动端,浙江,44,12,7,34.3,0.41
2025-09-07,招标文件,站内,PC,江苏,11,4,2,163.3,0.35
2025-09-07,供应商查询,付费推广,移动端,浙江,20,6,4,85.7,0.44
2025-09-07,合同公示,站内,移动端,浙江,13,3,2,170.6,0.49
2025-09-07,采购信息,直接访问,移动端,山东,12,10,7,162.7,0.51
2025-09-07,更正公告,外部链接,PC,上海,13,8,3,57.9,0.69
2025-09-07,中标公示,外部链接,PC,北京,10,4,2,111.9,0.48
2025-09-07,企业资质,直接访问,PC,北京,31,3,2,146.1,0.67
2025-09-07,行业动态,直接访问,移动端,江苏,36,9,5,99.6,0.67
2025-09-07,中标结果,外部链接,移动端,四川,21,11,7,121.3,0.39
2025-09-07,招投标公告,站内,移动端,广东,10,4,1,167.5,0.54
2025-09-07,开标记录,站内,移动端,北京,36,8,3,52.0,0.59
2025-09-07,信用查询,站内,PC,上海,42,11,7,21.9,0.33
2025-09-07,中标公示,外部链接,移动端,浙江,29,1,0,18.8,0.4
